id_usuario,variante,convirtio,dispositivo,pais,duracion_sesion,timestamp
exp_user_1944,tratamiento,0,mobile,Argentina,114.97,2025-01-14
exp_user_1945,control,1,desktop,Argentina,35.99,2025-01-13
exp_user_1946,tratamiento,0,mobile,Argentina,136.13,2025-06-08
exp_user_1947,tratamiento,0,mobile,Mexico,153.94,2025-01-06
exp_user_1948,tratamiento,1,mobile,Argentina,201.92,2025-06-05
exp_user_1949,tratamiento,0,desktop,Colombia,263.84,2025-01-31
exp_user_1950,control,0,mobile,Argentina,110.5,2025-01-23
exp_user_1951,tratamiento,0,mobile,Mexico,75.85,2025-06-26
exp_user_1952,control,0,mobile,Colombia,91.92,2025-05-06
exp_user_1953,tratamiento,0,desktop,Argentina,62.21,2025-06-12
exp_user_1954,control,1,desktop,Colombia,40.25,2025-04-09
exp_user_1955,control,0,mobile,Mexico,252.03,2025-04-26
exp_user_1956,control,0,desktop,Mexico,102.44,2025-06-10
exp_user_1957,tratamiento,0,desktop,Mexico,184.96,2025-04-28
exp_user_1958,control,0,mobile,Argentina,58.4,2025-05-10
exp_user_1959,tratamiento,1,desktop,Mexico,228.21,2025-02-13
exp_user_1960,control,0,desktop,Mexico,78.81,2025-05-03
exp_user_1961,control,0,desktop,Argentina,94.43,2025-05-19
exp_user_1962,tratamiento,1,desktop,Colombia,290.61,2025-04-27
exp_user_1963,control,0,mobile,Mexico,275.51,2025-02-26
exp_user_1964,tratamiento,0,desktop,Colombia,31.92,2025-03-01
exp_user_1965,tratamiento,1,desktop,Argentina,99.58,2025-01-03
exp_user_1966,tratamiento,1,desktop,Argentina,47.59,2025-04-06
exp_user_1967,control,0,mobile,Mexico,167.7,2025-05-14
exp_user_1968,tratamiento,0,desktop,Argentina,49.59,2025-02-21
exp_user_1969,control,0,desktop,Mexico,208.08,2025-06-13
exp_user_1970,tratamiento,0,desktop,Colombia,24.75,2025-01-17
exp_user_1971,tratamiento,1,desktop,Mexico,52.64,2025-03-09
exp_user_1972,control,1,desktop,Mexico,137.7,2025-01-09
exp_user_1973,control,0,desktop,Argentina,188.3,2025-04-21
exp_user_1974,control,1,mobile,Colombia,125.58,2025-06-21
exp_user_1975,tratamiento,0,mobile,Argentina,27.95,2025-04-30
exp_user_1976,control,0,desktop,Argentina,221.57,2025-01-24
exp_user_1977,tratamiento,0,desktop,Mexico,290.22,2025-06-25
exp_user_1978,control,0,desktop,Argentina,229.85,2025-06-16
exp_user_1979,tratamiento,0,mobile,Colombia,182.86,2025-01-25
exp_user_1980,tratamiento,0,mobile,Argentina,234.2,2025-01-07
exp_user_1981,tratamiento,0,mobile,Colombia,35.33,2025-06-24
exp_user_1982,tratamiento,0,mobile,Mexico,265.37,2025-04-15
exp_user_1983,control,1,desktop,Colombia,42.87,2025-03-13
exp_user_1984,tratamiento,0,mobile,Argentina,224.77,2025-02-09
exp_user_1985,control,1,desktop,Mexico,79.6,2025-02-01
exp_user_1986,tratamiento,0,desktop,Argentina,131.71,2025-05-15
exp_user_1987,tratamiento,1,desktop,Argentina,267.75,2025-01-06
exp_user_1988,control,0,desktop,Argentina,73.65,2025-05-15
exp_user_1989,control,1,desktop,Mexico,78.14,2025-05-01
exp_user_1990,tratamiento,0,desktop,Argentina,41.08,2025-01-14
exp_user_1991,control,0,mobile,Mexico,168.83,2025-03-25
exp_user_1992,control,0,mobile,Mexico,209.87,2025-04-19
exp_user_1993,tratamiento,0,desktop,Argentina,162.98,2025-05-18
exp_user_1994,tratamiento,1,desktop,Mexico,115.62,2025-02-28
exp_user_1995,control,0,desktop,Mexico,91.12,2025-01-07
exp_user_1996,control,0,desktop,Colombia,226.2,2025-06-18
exp_user_1997,tratamiento,0,mobile,Argentina,259.92,2025-06-06
exp_user_1998,control,0,desktop,Argentina,182.59,2025-02-13
exp_user_1999,control,0,desktop,Colombia,298,2025-04-25
exp_user_2000,control,0,desktop,Mexico,197.8,2025-03-26
exp_user_2001,control,0,desktop,Colombia,93.95,2025-04-29
exp_user_2002,tratamiento,0,desktop,Mexico,159.06,2025-04-22
exp_user_2003,tratamiento,1,mobile,Mexico,113.77,2025-02-03
exp_user_2004,control,0,desktop,Argentina,102.54,2025-06-24
exp_user_2005,control,0,mobile,Colombia,148.12,2025-06-17
exp_user_2006,tratamiento,0,mobile,Argentina,184.19,2025-05-06
exp_user_2007,control,0,desktop,Argentina,106.9,2025-05-30
exp_user_2008,control,0,desktop,Mexico,118.61,2025-06-08
exp_user_2009,tratamiento,0,desktop,Argentina,275.44,2025-05-30
exp_user_2010,control,1,desktop,Argentina,154.07,2025-03-25
exp_user_2011,tratamiento,0,mobile,Argentina,166.64,2025-06-21
exp_user_2012,control,0,desktop,Argentina,176.52,2025-06-18
exp_user_2013,tratamiento,0,desktop,Argentina,237,2025-03-02
exp_user_2014,tratamiento,1,desktop,Argentina,203.29,2025-04-24
exp_user_2015,tratamiento,1,mobile,Colombia,195.29,2025-06-09
exp_user_2016,tratamiento,0,mobile,Colombia,134.23,2025-05-12
exp_user_2017,tratamiento,0,desktop,Colombia,37.83,2025-06-25
exp_user_2018,tratamiento,0,mobile,Colombia,126.39,2025-03-10
exp_user_2019,tratamiento,1,desktop,Mexico,164.36,2025-06-27
exp_user_2020,tratamiento,0,mobile,Argentina,200.37,2025-04-08
exp_user_2021,control,0,desktop,Colombia,38.74,2025-01-21
exp_user_2022,tratamiento,0,desktop,Mexico,262.75,2025-01-01
exp_user_2023,tratamiento,0,mobile,Colombia,255.29,2025-01-31
exp_user_2024,control,1,mobile,Colombia,156.35,2025-01-31
exp_user_2025,control,0,desktop,Colombia,188.99,2025-03-11
exp_user_2026,tratamiento,0,mobile,Colombia,184.53,2025-03-17
exp_user_2027,control,0,desktop,Colombia,293.42,2025-01-20
exp_user_2028,tratamiento,0,desktop,Mexico,158.81,2025-06-19
exp_user_2029,control,0,mobile,Colombia,129.44,2025-01-22
exp_user_2030,control,0,desktop,Mexico,77.37,2025-01-17
exp_user_2031,tratamiento,1,desktop,Mexico,192.79,2025-02-15
exp_user_2032,tratamiento,0,desktop,Argentina,24.78,2025-05-27
exp_user_2033,tratamiento,0,mobile,Colombia,50.39,2025-06-14
exp_user_2034,tratamiento,0,mobile,Argentina,27.8,2025-03-11
exp_user_2035,control,1,desktop,Colombia,244.83,2025-04-03
exp_user_2036,tratamiento,0,desktop,Argentina,86.99,2025-04-18
exp_user_2037,tratamiento,0,mobile,Argentina,122.65,2025-05-20
exp_user_2038,tratamiento,1,mobile,Argentina,199.44,2025-03-09
exp_user_2039,tratamiento,0,mobile,Mexico,126.22,2025-03-15
exp_user_2040,control,0,desktop,Colombia,297.95,2025-03-11
exp_user_2041,control,0,mobile,Colombia,148.33,2025-02-07
exp_user_2042,control,1,desktop,Mexico,228.07,2025-04-17
exp_user_2043,control,0,desktop,Colombia,248.15,2025-01-16
exp_user_2044,control,0,desktop,Mexico,168.1,2025-04-22
exp_user_2045,control,0,desktop,Argentina,90.97,2025-06-18
exp_user_2046,tratamiento,1,desktop,Argentina,74.25,2025-03-20
exp_user_2047,control,0,desktop,Colombia,35.57,2025-04-19
exp_user_2048,control,0,desktop,Argentina,131.64,2025-06-03
exp_user_2049,tratamiento,0,desktop,Mexico,97.5,2025-02-27
exp_user_2050,tratamiento,0,desktop,Colombia,241.84,2025-01-15
exp_user_2051,tratamiento,0,desktop,Argentina,199.01,2025-05-05
exp_user_2052,control,1,desktop,Argentina,289.58,2025-05-11
exp_user_2053,tratamiento,0,desktop,Argentina,58.39,2025-06-20
exp_user_2054,control,0,mobile,Argentina,30.52,2025-03-25
exp_user_2055,tratamiento,0,mobile,Mexico,82.22,2025-03-13
exp_user_2056,control,1,mobile,Argentina,178.14,2025-05-18
exp_user_2057,control,0,desktop,Mexico,261.12,2025-06-07
exp_user_2058,tratamiento,0,mobile,Mexico,203.48,2025-06-13
exp_user_2059,control,1,mobile,Colombia,25.55,2025-01-07
exp_user_2060,tratamiento,0,mobile,Mexico,126.68,2025-03-06
exp_user_2061,control,0,desktop,Colombia,145.26,2025-05-09
exp_user_2062,tratamiento,0,desktop,Colombia,112.71,2025-06-05
exp_user_2063,control,0,mobile,Argentina,203.83,2025-04-03
exp_user_2064,tratamiento,0,mobile,Argentina,175.94,2025-03-15
exp_user_2065,tratamiento,0,mobile,Mexico,260.31,2025-01-02
exp_user_2066,control,1,desktop,Colombia,67.66,2025-04-20
exp_user_2067,tratamiento,0,desktop,Colombia,72.88,2025-03-24
exp_user_2068,tratamiento,0,desktop,Colombia,175.51,2025-02-21
exp_user_2069,tratamiento,0,desktop,Mexico,208.74,2025-04-29
exp_user_2070,tratamiento,1,mobile,Mexico,258.25,2025-01-14
exp_user_2071,control,0,mobile,Argentina,176.51,2025-03-19
exp_user_2072,control,0,mobile,Argentina,199.73,2025-02-12
exp_user_2073,control,0,mobile,Mexico,65.31,2025-02-17
exp_user_2074,control,0,desktop,Mexico,108.49,2025-03-26
exp_user_2075,tratamiento,0,desktop,Colombia,109.53,2025-05-09
exp_user_2076,tratamiento,0,desktop,Mexico,164.12,2025-02-25
exp_user_2077,tratamiento,0,desktop,Mexico,211.97,2025-03-01
exp_user_2078,tratamiento,0,desktop,Argentina,251.79,2025-01-25
exp_user_2079,tratamiento,0,desktop,Argentina,30.46,2025-01-16
exp_user_2080,control,0,mobile,Mexico,172.37,2025-04-11
exp_user_2081,tratamiento,0,mobile,Colombia,49.82,2025-03-02
exp_user_2082,tratamiento,1,mobile,Mexico,270.1,2025-01-02
exp_user_2083,control,0,mobile,Colombia,72.81,2025-06-25
exp_user_2084,control,0,mobile,Colombia,267.45,2025-01-31
exp_user_2085,control,0,mobile,Colombia,177.91,2025-01-03
exp_user_2086,control,0,desktop,Mexico,52.27,2025-04-12
exp_user_2087,tratamiento,0,mobile,Argentina,137.06,2025-06-22
exp_user_2088,tratamiento,0,desktop,Mexico,146.93,2025-06-01
exp_user_2089,tratamiento,0,desktop,Colombia,275.5,2025-04-29
exp_user_2090,tratamiento,0,mobile,Mexico,59.01,2025-05-14
exp_user_2091,control,0,mobile,Colombia,217.23,2025-05-22
exp_user_2092,tratamiento,0,mobile,Colombia,294.73,2025-03-11
exp_user_2093,control,0,desktop,Argentina,228.13,2025-05-20
exp_user_2094,tratamiento,0,mobile,Colombia,196.35,2025-01-25
exp_user_2095,tratamiento,0,desktop,Colombia,33.06,2025-03-11
exp_user_2096,control,0,desktop,Argentina,86.99,2025-03-23
exp_user_2097,control,0,desktop,Colombia,120.59,2025-02-23
exp_user_2098,control,0,mobile,Colombia,91.53,2025-06-10
exp_user_2099,tratamiento,0,desktop,Argentina,138.44,2025-04-28
exp_user_2100,tratamiento,0,desktop,Argentina,184.99,2025-06-28
exp_user_2101,control,0,mobile,Mexico,258.11,2025-06-09
exp_user_2102,control,0,desktop,Argentina,33.89,2025-04-25
exp_user_2103,control,0,desktop,Colombia,146.54,2025-02-07
exp_user_2104,tratamiento,0,desktop,Argentina,188.61,2025-01-11
exp_user_2105,tratamiento,0,desktop,Colombia,284.53,2025-06-15
exp_user_2106,tratamiento,1,desktop,Mexico,33.83,2025-03-28
exp_user_2107,tratamiento,0,mobile,Colombia,40.92,2025-04-07
exp_user_2108,tratamiento,0,desktop,Argentina,42.27,2025-04-30
exp_user_2109,control,0,mobile,Argentina,290.15,2025-05-04
exp_user_2110,tratamiento,0,desktop,Mexico,60.18,2025-05-25
exp_user_2111,tratamiento,0,mobile,Mexico,184.54,2025-04-01
exp_user_2112,tratamiento,1,mobile,Colombia,126.56,2025-01-04
exp_user_2113,control,0,desktop,Argentina,159.47,2025-02-15
exp_user_2114,tratamiento,0,mobile,Colombia,195.82,2025-03-15
exp_user_2115,tratamiento,0,mobile,Mexico,142.66,2025-06-05
exp_user_2116,tratamiento,0,desktop,Colombia,67.47,2025-01-29
exp_user_2117,tratamiento,0,desktop,Colombia,86.44,2025-05-09
exp_user_2118,control,0,mobile,Mexico,50.52,2025-01-09
exp_user_2119,tratamiento,0,mobile,Mexico,172.4,2025-03-13
exp_user_2120,control,0,mobile,Colombia,240.96,2025-04-21
exp_user_2121,tratamiento,1,mobile,Mexico,294.92,2025-06-26
exp_user_2122,tratamiento,0,mobile,Colombia,193.15,2025-06-28
exp_user_2123,tratamiento,0,desktop,Argentina,141.37,2025-04-29
exp_user_2124,tratamiento,0,desktop,Colombia,299.24,2025-05-27
exp_user_2125,tratamiento,0,mobile,Mexico,67.13,2025-05-03
exp_user_2126,tratamiento,0,mobile,Argentina,207.02,2025-03-11
exp_user_2127,control,0,mobile,Mexico,124.56,2025-02-15
exp_user_2128,control,0,desktop,Mexico,221.78,2025-03-31
exp_user_2129,tratamiento,1,desktop,Argentina,51.82,2025-04-02
exp_user_2130,tratamiento,1,mobile,Argentina,143.01,2025-06-01
exp_user_2131,control,0,desktop,Argentina,69.09,2025-05-08
exp_user_2132,tratamiento,0,desktop,Colombia,89.91,2025-06-13
exp_user_2133,control,0,mobile,Mexico,298.04,2025-04-07
exp_user_2134,control,0,mobile,Mexico,236.92,2025-06-12
exp_user_2135,tratamiento,0,mobile,Argentina,59.77,2025-01-18
exp_user_2136,tratamiento,0,mobile,Mexico,93.52,2025-01-09
exp_user_2137,control,0,mobile,Argentina,74.79,2025-01-10
exp_user_2138,tratamiento,0,mobile,Argentina,276.23,2025-04-21
exp_user_2139,tratamiento,1,desktop,Argentina,118.84,2025-05-28
exp_user_2140,tratamiento,0,desktop,Mexico,20.05,2025-02-23
exp_user_2141,tratamiento,1,mobile,Mexico,72.2,2025-04-12
exp_user_2142,control,0,desktop,Mexico,267.03,2025-01-09
exp_user_2143,tratamiento,1,desktop,Argentina,79.78,2025-06-21
exp_user_2144,tratamiento,0,mobile,Argentina,24.43,2025-04-03
exp_user_2145,control,1,desktop,Colombia,137.63,2025-01-18
exp_user_2146,tratamiento,0,desktop,Argentina,288.85,2025-04-14
exp_user_2147,tratamiento,0,desktop,Mexico,86.1,2025-02-10
exp_user_2148,control,1,mobile,Colombia,73.94,2025-04-23
exp_user_2149,tratamiento,0,desktop,Colombia,256.55,2025-01-31
exp_user_2150,control,0,desktop,Argentina,256.53,2025-06-13
exp_user_2151,tratamiento,0,mobile,Colombia,132.12,2025-02-21
exp_user_2152,control,0,desktop,Colombia,200.72,2025-02-18
exp_user_2153,control,0,desktop,Argentina,294.03,2025-06-22
exp_user_2154,control,0,desktop,Mexico,216.14,2025-03-05
exp_user_2155,tratamiento,1,desktop,Argentina,64.85,2025-06-22
exp_user_2156,tratamiento,0,mobile,Colombia,82.88,2025-06-06
exp_user_2157,tratamiento,0,mobile,Colombia,173.76,2025-06-12
exp_user_2158,control,0,mobile,Argentina,272.92,2025-03-30
exp_user_2159,tratamiento,0,desktop,Argentina,219.77,2025-02-23
exp_user_2160,tratamiento,0,desktop,Colombia,268.11,2025-02-05
exp_user_2161,control,0,desktop,Colombia,86.16,2025-02-20
exp_user_2162,control,0,mobile,Colombia,170.05,2025-02-24
exp_user_2163,control,0,mobile,Argentina,222.23,2025-02-01
exp_user_2164,control,0,mobile,Mexico,247.95,2025-03-06
exp_user_2165,tratamiento,1,desktop,Mexico,118.09,2025-03-06
exp_user_2166,tratamiento,0,mobile,Argentina,80.79,2025-03-26
exp_user_2167,control,0,desktop,Argentina,266.22,2025-03-31
exp_user_2168,tratamiento,0,mobile,Argentina,228.48,2025-06-14
exp_user_2169,tratamiento,0,desktop,Mexico,260.46,2025-01-22
exp_user_2170,tratamiento,0,mobile,Argentina,149.7,2025-03-22
exp_user_2171,tratamiento,0,mobile,Colombia,280.75,2025-05-15
exp_user_2172,tratamiento,0,mobile,Mexico,187.55,2025-05-11
exp_user_2173,tratamiento,0,mobile,Mexico,210.04,2025-01-20
exp_user_2174,tratamiento,0,desktop,Colombia,189.04,2025-01-14
exp_user_2175,tratamiento,0,desktop,Argentina,138.25,2025-02-28
exp_user_2176,tratamiento,0,desktop,Colombia,126.9,2025-02-22
exp_user_2177,tratamiento,0,desktop,Colombia,36.42,2025-04-27
exp_user_2178,control,0,mobile,Colombia,245.06,2025-04-08
exp_user_2179,control,0,desktop,Argentina,255.14,2025-01-23
exp_user_2180,tratamiento,1,desktop,Colombia,117.17,2025-02-24
exp_user_2181,control,0,mobile,Mexico,284.06,2025-03-16
exp_user_2182,control,1,desktop,Colombia,61.52,2025-05-19
exp_user_2183,tratamiento,1,desktop,Argentina,129.61,2025-03-19
exp_user_2184,tratamiento,1,desktop,Argentina,213.74,2025-06-01
exp_user_2185,tratamiento,0,desktop,Argentina,279.68,2025-01-12
exp_user_2186,control,0,desktop,Argentina,164.88,2025-03-31
exp_user_2187,control,0,mobile,Mexico,170.66,2025-03-07
exp_user_2188,tratamiento,0,mobile,Argentina,169.24,2025-04-14
exp_user_2189,control,0,mobile,Argentina,245.15,2025-04-23
exp_user_2190,control,0,desktop,Mexico,111.12,2025-05-26
exp_user_2191,control,0,desktop,Mexico,253.6,2025-04-19
exp_user_2192,control,0,desktop,Colombia,168.86,2025-02-18
exp_user_2193,control,0,desktop,Argentina,93.34,2025-06-11
exp_user_2194,tratamiento,1,desktop,Colombia,99.89,2025-02-27
exp_user_2195,control,0,mobile,Mexico,143.8,2025-03-28
exp_user_2196,tratamiento,0,desktop,Mexico,57.45,2025-05-13
exp_user_2197,control,0,desktop,Colombia,108.23,2025-05-03
exp_user_2198,tratamiento,1,mobile,Mexico,33.49,2025-02-26
exp_user_2199,control,1,desktop,Colombia,102.79,2025-06-12
exp_user_2200,control,1,desktop,Argentina,247.2,2025-01-11
exp_user_2201,control,0,mobile,Argentina,246.03,2025-02-19
exp_user_2202,tratamiento,0,desktop,Mexico,65.99,2025-03-30
exp_user_2203,tratamiento,0,mobile,Colombia,283.31,2025-06-06
exp_user_2204,control,0,mobile,Mexico,280.92,2025-01-16
exp_user_2205,control,0,desktop,Colombia,81.76,2025-04-07
exp_user_2206,tratamiento,0,desktop,Mexico,96.19,2025-05-25
exp_user_2207,control,0,mobile,Mexico,274.41,2025-06-24
exp_user_2208,control,0,mobile,Mexico,53.22,2025-02-01
exp_user_2209,control,0,desktop,Argentina,104.24,2025-06-08
exp_user_2210,tratamiento,0,mobile,Mexico,174.32,2025-06-06
exp_user_2211,control,0,mobile,Argentina,109.53,2025-01-21
exp_user_2212,control,0,mobile,Argentina,104.87,2025-03-12
exp_user_2213,control,1,desktop,Argentina,37.37,2025-03-27
exp_user_2214,tratamiento,0,desktop,Colombia,253.54,2025-04-01
exp_user_2215,control,0,mobile,Colombia,182.17,2025-02-11
exp_user_2216,control,0,desktop,Colombia,184.36,2025-06-08
exp_user_2217,control,0,mobile,Colombia,288.86,2025-04-05
exp_user_2218,control,0,mobile,Colombia,35.12,2025-01-25
exp_user_2219,tratamiento,0,desktop,Colombia,132.67,2025-02-26
exp_user_2220,control,0,desktop,Colombia,44.55,2025-05-25
exp_user_2221,tratamiento,0,desktop,Argentina,295.46,2025-01-16
exp_user_2222,control,0,mobile,Argentina,230.58,2025-04-06
exp_user_2223,tratamiento,0,desktop,Colombia,38.36,2025-05-16
exp_user_2224,control,1,mobile,Mexico,192.63,2025-02-27
exp_user_2225,control,0,desktop,Mexico,241.67,2025-04-16
exp_user_2226,control,0,mobile,Colombia,33.74,2025-01-04
exp_user_2227,tratamiento,0,mobile,Colombia,234.99,2025-02-02
exp_user_2228,tratamiento,0,desktop,Argentina,122.69,2025-03-10
exp_user_2229,control,0,desktop,Argentina,253.04,2025-03-04
exp_user_2230,control,0,desktop,Argentina,197.08,2025-06-30
exp_user_2231,tratamiento,0,mobile,Mexico,217.68,2025-02-02
exp_user_2232,tratamiento,0,mobile,Mexico,271.21,2025-01-26
exp_user_2233,tratamiento,0,mobile,Colombia,278.78,2025-04-27
exp_user_2234,control,0,desktop,Colombia,229.03,2025-01-07
exp_user_2235,tratamiento,0,desktop,Colombia,60.96,2025-04-20
exp_user_2236,control,1,mobile,Argentina,100.34,2025-06-28
exp_user_2237,control,1,desktop,Colombia,33.49,2025-06-29
exp_user_2238,control,0,desktop,Mexico,200.99,2025-05-09
exp_user_2239,control,0,mobile,Colombia,35.5,2025-01-23
exp_user_2240,control,0,desktop,Argentina,216.62,2025-02-04
exp_user_2241,tratamiento,0,mobile,Colombia,23.87,2025-01-10
exp_user_2242,control,0,desktop,Colombia,126.71,2025-04-15
exp_user_2243,tratamiento,0,desktop,Colombia,134.9,2025-02-26
exp_user_2244,control,0,mobile,Colombia,240.69,2025-02-26
exp_user_2245,tratamiento,0,desktop,Argentina,224.5,2025-02-26
exp_user_2246,control,0,mobile,Argentina,59.69,2025-02-26
exp_user_2247,tratamiento,0,desktop,Argentina,220.57,2025-02-02
exp_user_2248,tratamiento,0,mobile,Mexico,211.08,2025-01-20
exp_user_2249,tratamiento,0,mobile,Mexico,28.06,2025-05-28
exp_user_2250,control,0,mobile,Mexico,271.66,2025-01-05
exp_user_2251,control,0,mobile,Argentina,234.78,2025-05-08
exp_user_2252,control,1,mobile,Colombia,37.28,2025-02-16
exp_user_2253,control,0,desktop,Colombia,173.77,2025-05-22
exp_user_2254,control,0,desktop,Mexico,290.88,2025-02-22
exp_user_2255,control,0,mobile,Argentina,91.78,2025-03-12
exp_user_2256,tratamiento,0,mobile,Mexico,243.46,2025-01-23
exp_user_2257,control,0,mobile,Argentina,236.69,2025-03-10
exp_user_2258,control,0,mobile,Colombia,216.97,2025-03-23
exp_user_2259,control,0,desktop,Mexico,45.05,2025-01-25
exp_user_2260,tratamiento,1,mobile,Mexico,221.61,2025-05-13
exp_user_2261,control,0,mobile,Argentina,93.06,2025-04-16
exp_user_2262,tratamiento,0,mobile,Colombia,186.15,2025-04-01
exp_user_2263,control,0,mobile,Colombia,36.34,2025-01-14
exp_user_2264,control,0,desktop,Mexico,167.71,2025-01-03
exp_user_2265,control,0,mobile,Colombia,201.19,2025-04-01
exp_user_2266,tratamiento,1,mobile,Colombia,60.15,2025-05-24
exp_user_2267,control,0,mobile,Argentina,161.93,2025-04-16
exp_user_2268,control,0,desktop,Mexico,268.38,2025-01-11
exp_user_2269,tratamiento,1,mobile,Mexico,40.58,2025-03-22
exp_user_2270,control,0,desktop,Argentina,99.45,2025-06-29
exp_user_2271,tratamiento,0,mobile,Colombia,111.06,2025-03-19
exp_user_2272,control,1,mobile,Argentina,23.45,2025-01-03
exp_user_2273,control,0,mobile,Colombia,220.86,2025-02-25
exp_user_2274,control,0,mobile,Mexico,52.46,2025-02-27
exp_user_2275,control,0,desktop,Argentina,122.17,2025-05-01
exp_user_2276,control,0,desktop,Argentina,137.5,2025-02-28
exp_user_2277,control,0,mobile,Colombia,146.63,2025-05-10
exp_user_2278,control,1,mobile,Argentina,66.65,2025-04-08
exp_user_2279,control,0,mobile,Mexico,43.03,2025-06-01
exp_user_2280,tratamiento,0,mobile,Mexico,149.85,2025-02-11
exp_user_2281,tratamiento,0,mobile,Argentina,104.49,2025-06-18
exp_user_2282,control,0,mobile,Colombia,279.19,2025-05-20
exp_user_2283,tratamiento,0,mobile,Argentina,249.3,2025-04-02
exp_user_2284,tratamiento,0,mobile,Argentina,25.33,2025-03-10
exp_user_2285,tratamiento,0,desktop,Mexico,168.23,2025-04-30
exp_user_2286,tratamiento,0,desktop,Colombia,272.53,2025-02-22
exp_user_2287,control,0,desktop,Argentina,48.78,2025-01-04
exp_user_2288,tratamiento,0,desktop,Mexico,244.73,2025-02-18
exp_user_2289,control,0,desktop,Mexico,135.03,2025-06-02
exp_user_2290,control,0,mobile,Colombia,162.2,2025-04-17
exp_user_2291,control,1,mobile,Argentina,214.49,2025-04-08
exp_user_2292,tratamiento,1,desktop,Mexico,234.78,2025-06-13
exp_user_2293,control,1,desktop,Argentina,98.66,2025-02-07
exp_user_2294,control,0,mobile,Argentina,70.55,2025-06-04
exp_user_2295,tratamiento,0,desktop,Mexico,243.54,2025-01-09
exp_user_2296,tratamiento,0,desktop,Argentina,32.41,2025-06-21
exp_user_2297,tratamiento,0,mobile,Argentina,166.02,2025-02-06
exp_user_2298,tratamiento,0,mobile,Colombia,212.28,2025-03-28
exp_user_2299,tratamiento,0,desktop,Colombia,179.89,2025-06-12
exp_user_2300,tratamiento,0,mobile,Colombia,74.42,2025-02-18
exp_user_2301,control,0,mobile,Colombia,183.42,2025-03-20
exp_user_2302,tratamiento,0,mobile,Argentina,219.05,2025-05-26
exp_user_2303,tratamiento,0,mobile,Mexico,114.22,2025-03-12
exp_user_2304,tratamiento,0,desktop,Mexico,292.83,2025-04-03
exp_user_2305,tratamiento,0,desktop,Argentina,279.15,2025-04-05
exp_user_2306,tratamiento,0,desktop,Argentina,188.31,2025-06-20
exp_user_2307,control,0,desktop,Mexico,192.78,2025-03-23
exp_user_2308,tratamiento,1,mobile,Argentina,240.64,2025-04-15
exp_user_2309,control,0,mobile,Argentina,183.01,2025-02-09
exp_user_2310,control,0,desktop,Colombia,218.26,2025-04-21
exp_user_2311,tratamiento,0,desktop,Colombia,221.77,2025-05-03
exp_user_2312,control,0,desktop,Mexico,208.55,2025-01-12
exp_user_2313,tratamiento,1,desktop,Mexico,86.14,2025-01-24
exp_user_2314,tratamiento,0,desktop,Mexico,179.09,2025-06-06
exp_user_2315,control,0,mobile,Mexico,218.46,2025-02-12
exp_user_2316,tratamiento,0,desktop,Argentina,73.75,2025-05-01
exp_user_2317,control,0,desktop,Colombia,56.16,2025-06-30
exp_user_2318,tratamiento,0,mobile,Argentina,114.28,2025-01-01
exp_user_2319,tratamiento,1,desktop,Argentina,99.55,2025-04-22
exp_user_2320,control,0,mobile,Colombia,218.33,2025-01-26
exp_user_2321,tratamiento,1,mobile,Colombia,67.45,2025-04-13
exp_user_2322,tratamiento,0,desktop,Mexico,59.79,2025-03-14
exp_user_2323,tratamiento,0,mobile,Colombia,239.61,2025-06-12
exp_user_2324,control,0,mobile,Argentina,21.73,2025-03-26
exp_user_2325,control,0,desktop,Argentina,277.48,2025-01-23
exp_user_2326,tratamiento,0,mobile,Argentina,34.52,2025-06-22
exp_user_2327,tratamiento,1,mobile,Mexico,237.05,2025-06-29
exp_user_2328,tratamiento,0,desktop,Colombia,293.19,2025-04-22
exp_user_2329,control,1,desktop,Colombia,37.82,2025-02-10
exp_user_2330,tratamiento,0,desktop,Mexico,57.78,2025-03-16
exp_user_2331,control,0,mobile,Mexico,177.04,2025-04-21
exp_user_2332,tratamiento,0,mobile,Mexico,47.34,2025-05-10
exp_user_2333,control,1,mobile,Mexico,28.89,2025-05-06
exp_user_2334,tratamiento,1,desktop,Colombia,273.98,2025-03-16
exp_user_2335,tratamiento,0,mobile,Mexico,195.9,2025-03-21
exp_user_2336,tratamiento,0,mobile,Mexico,257.25,2025-04-21
exp_user_2337,control,0,desktop,Colombia,138.8,2025-04-04
exp_user_2338,control,0,mobile,Mexico,89.08,2025-06-06
exp_user_2339,control,0,mobile,Colombia,270.68,2025-06-04
exp_user_2340,control,0,mobile,Colombia,298.75,2025-02-02
exp_user_2341,tratamiento,0,mobile,Colombia,112.27,2025-02-10
exp_user_2342,control,0,mobile,Mexico,162.69,2025-01-04
exp_user_2343,control,1,desktop,Mexico,224.02,2025-06-13
exp_user_2344,control,0,mobile,Colombia,141.28,2025-03-10
exp_user_2345,control,0,desktop,Colombia,96.36,2025-03-26
exp_user_2346,tratamiento,0,desktop,Argentina,27.37,2025-03-13
exp_user_2347,tratamiento,0,desktop,Mexico,96.57,2025-03-21
exp_user_2348,tratamiento,1,desktop,Mexico,222.58,2025-04-03
exp_user_2349,tratamiento,0,mobile,Colombia,254.92,2025-06-23
exp_user_2350,tratamiento,0,desktop,Mexico,274.16,2025-04-25
exp_user_2351,tratamiento,0,desktop,Mexico,189.23,2025-05-26
exp_user_2352,control,0,mobile,Colombia,86.76,2025-02-13
